user_id,signup_date,plan,region,acquisition_channel,segment,seats,mrr,active_days_90,support_tickets,csat,churned
U103594,2024-07-06,Business,APAC,Referral,SMB,18,522,11.0,4,4.2,0
U103595,2024-08-10,Starter,NA,Organic,SMB,6,72,17.0,0,,0
U103596,2024-04-19,Free,EMEA,Organic,SMB,1,0,16.0,0,,0
U103597,2025-03-14,Free,EMEA,Organic,SMB,1,0,17.0,0,,0
U103598,2024-09-01,Free,APAC,Organic,SMB,1,0,9.0,1,4.0,0
U103599,2025-05-20,Free,NA,Paid,SMB,1,0,5.0,0,,0
U103600,2025-05-26,Starter,EMEA,Organic,SMB,6,72,,2,3.7,1
U103601,2025-04-16,Business,EMEA,Referral,Mid-Market,27,783,18.0,1,5.0,0
U103602,2024-09-27,free,APAC,Organic,SMB,1,0,1.0,0,,1
U103603,2024-10-17,Starter,EMEA,Organic,SMB,4,48,8.0,0,,0
U103604,2024-10-16,Free,NA,Referral,Mid-Market,1,0,14.0,1,4.7,1
U103605,2024-09-01,Free,EMEA,Organic,SMB,1,0,4.0,0,,0
U103606,2025-04-30,Starter,NA,Referral,SMB,2,24,10.0,0,,0
U103607,2024-12-28,Business,NA,Organic,SMB,5,145,28.0,1,3.8,0
U103608,2024-05-16,Free,LATAM,Paid,SMB,1,0,5.0,1,3.3,0
U103609,2024-02-25,Business,EMEA,Referral,SMB,9,261,16.0,0,,0
U103610,2024-12-20,Free,NA,Referral,SMB,1,0,16.0,0,,0
U103611,2024-03-14,Business,APAC,Organic,SMB,33,957,28.0,1,3.6,0
U103612,2024-11-30,Starter,LATAM,Paid,SMB,7,84,10.0,2,4.2,0
U103613,2024-05-22,Free,APAC,Paid,SMB,1,0,2.0,0,,1
U103614,2024-08-15,Business,NA,Organic,Enterprise,6,174,12.0,3,4.9,1
U103615,2024-06-27,Starter,NA,Organic,SMB,5,60,21.0,4,4.8,0
U103616,2024-06-01,Starter,NA,Paid,SMB,3,36,16.0,0,,0
U103617,2025-06-23,Free,NA,Paid,Mid-Market,1,0,0.0,0,,0
U103618,2024-11-20,Free,EMEA,Organic,SMB,1,0,5.0,0,,0
U103619,2024-08-29,Starter,EMEA,Paid,SMB,7,84,13.0,1,4.7,1
U103620,2024-12-18,Free,EMEA,Organic,SMB,1,0,2.0,0,,0
U103621,2025-01-25,Free,EMEA,Organic,Enterprise,1,0,12.0,0,,1
U103622,2024-02-21,Free,NA,Referral,SMB,1,0,0.0,0,,0
U103623,2025-02-20,Free,LATAM,Referral,SMB,1,0,0.0,0,,0
U103624,2025-06-16,Starter,NA,Organic,SMB,7,84,22.0,0,,0
U103625,2025-01-01,Business,NA,Organic,Mid-Market,26,754,27.0,3,3.9,0
U103626,2025-02-22,Free,LATAM,Organic,SMB,1,0,0.0,1,3.9,0
U103627,2024-05-28,Starter,NA,Paid,Mid-Market,7,84,11.0,1,5.0,0
U103628,2025-04-01,Enterprise,EMEA,Paid,SMB,229,11221,,4,3.8,0
U103629,2025-05-21,Free,NA,Referral,Mid-Market,1,0,0.0,0,,0
U103630,2024-05-25,Business,EMEA,Organic,SMB,6,174,21.0,0,,0
U103631,2025-03-30,Free,NA,Referral,Mid-Market,1,0,3.0,0,,1
U103632,2024-10-24,Free,NA,Organic,SMB,1,0,14.0,1,4.7,0
U103633,2024-12-03,Business,NA,Organic,SMB,18,522,15.0,1,4.1,0
U103634,2024-11-20,Starter,EMEA,Organic,SMB,7,84,13.0,1,4.2,0
U103635,2025-04-03,Starter,EMEA,Organic,Mid-Market,7,84,24.0,1,4.3,0
U103636,2024-10-28,Starter,EMEA,Organic,Mid-Market,7,84,3.0,0,,1
U103637,2025-04-21,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U103638,2024-04-12,Business,NA,Organic,SMB,29,841,13.0,2,4.3,1
U103639,2024-05-17,Free,EMEA,Organic,Mid-Market,1,0,0.0,1,5.0,1
U103640,2024-07-03,Free,EMEA,Paid,SMB,1,0,0.0,0,,1
U103641,2024-09-21,Enterprise,APAC,Paid,SMB,282,13818,28.0,4,5.0,0
U103642,2024-11-02,Starter,APAC,Paid,SMB,6,72,13.0,1,4.5,0
U103643,2024-02-10,Free,APAC,Referral,SMB,1,0,1.0,1,3.5,1
U103644,2025-03-10,Starter,NA,Referral,Mid-Market,2,24,12.0,0,,0
U103645,2024-04-27,Starter,NA,Organic,SMB,6,72,4.0,2,4.7,0
U103646,2024-07-24,Starter,APAC,Organic,SMB,3,36,14.0,3,2.9,0
U103647,2025-05-05,Free,NA,Referral,SMB,1,0,11.0,1,5.0,1
U103648,2024-04-22,Free,NA,Organic,Enterprise,1,0,6.0,0,,0
U103649,2024-12-20,Starter,APAC,Organic,SMB,3,36,16.0,1,4.0,1
U103650,2025-05-06,Enterprise,EMEA,Organic,SMB,64,3136,20.0,3,4.6,0
U103651,2024-06-27,Business,APAC,Paid,SMB,17,493,15.0,1,3.9,0
U103652,2025-01-26,Enterprise,NA,Organic,SMB,152,7448,34.0,4,3.9,0
U103653,2025-05-20,Starter,EMEA,Organic,Mid-Market,6,72,6.0,2,4.4,0
U103654,2024-06-25,Free,NA,Organic,Enterprise,1,0,6.0,0,,0
U103655,2025-05-12,Free,NA,Organic,SMB,1,0,14.0,2,4.2,1
U103656,2024-05-02,Free,NA,Paid,SMB,1,0,0.0,0,,0
U103657,2024-08-22,Free,EMEA,Organic,Mid-Market,1,0,15.0,1,3.8,0
U103658,2025-01-12,Free,EMEA,Organic,SMB,1,0,3.0,1,4.4,0
U103659,2025-04-04,Free,EMEA,Organic,Mid-Market,1,0,11.0,0,,0
U103660,2024-06-28,Free,NA,Organic,Mid-Market,1,0,16.0,0,,0
U103661,2025-05-05,Business,NA,Organic,SMB,20,580,11.0,2,5.0,0
U103662,2024-05-21,Starter,NA,Referral,SMB,3,36,11.0,0,,0
U103663,2025-01-19,Business,EMEA,Referral,SMB,33,957,21.0,2,3.5,0
U103664,2024-05-10,Business,APAC,Organic,Mid-Market,9,261,11.0,0,,0
U103665,2024-03-21,Enterprise,EMEA,Organic,Mid-Market,218,10682,35.0,4,3.9,1
U103666,2024-04-28,Free,NA,Organic,Mid-Market,1,0,8.0,2,4.0,0
U103667,2025-06-20,Free,EMEA,Organic,SMB,1,0,,3,5.0,0
U103668,2024-03-29,Free,NA,Organic,SMB,1,0,8.0,0,,0
U103669,2025-04-21,Free,LATAM,Paid,SMB,1,0,2.0,0,,0
U103670,2025-03-01,Starter,APAC,Referral,SMB,5,60,11.0,0,,1
U103671,2025-03-28,Business,NA,Paid,Mid-Market,12,348,17.0,2,4.1,1
U103672,2024-09-12,Enterprise,NA,Paid,SMB,242,11858,,1,3.9,0
U103673,2024-12-28,Business,NA,Referral,SMB,32,928,21.0,0,,0
U103674,2024-01-11,Starter,NA,Organic,SMB,5,60,33.0,0,,0
U103675,2024-10-05,Free,,Partner,SMB,1,0,0.0,0,,0
U103676,2025-04-27,Free,NA,Organic,Mid-Market,1,0,1.0,0,,0
U103677,2024-10-07,Starter,NA,Paid,Enterprise,2,24,15.0,2,4.4,0
U103678,2024-10-07,Free,NA,Organic,SMB,1,0,0.0,0,,0
U103679,2025-01-08,Business,NA,Referral,Mid-Market,10,290,29.0,2,3.5,0
U103680,2024-08-02,Enterprise,NA,Organic,Mid-Market,260,12740,12.0,0,,0
U103681,2024-12-13,Business,EMEA,Referral,SMB,38,1102,25.0,1,4.9,0
U103682,2025-02-01,Free,NA,Organic,Mid-Market,1,0,5.0,0,,0
U103683,2024-09-30,Free,NA,Partner,SMB,1,0,9.0,0,,0
U103684,2024-10-01,Free,APAC,Organic,Mid-Market,1,0,8.0,0,,0
U103685,2025-01-22,Free,EMEA,Paid,SMB,1,0,0.0,0,,0
U103686,2024-07-29,Business,EMEA,Organic,Mid-Market,16,464,23.0,0,,0
U103687,2024-06-29,Starter,LATAM,Referral,SMB,5,60,13.0,0,,0
U103688,2024-01-14,Free,EMEA,Paid,SMB,1,0,17.0,0,,0
U103689,2025-04-21,Free,EMEA,Paid,SMB,1,0,0.0,0,,0
U103690,2024-12-08,Free,APAC,Organic,Mid-Market,1,0,12.0,0,,0
U103691,2024-06-26,Free,NA,Referral,SMB,1,0,16.0,0,,0
U103692,2025-02-21,Business,NA,Organic,SMB,22,638,19.0,1,3.6,0
U103693,2024-11-15,Starter,APAC,Partner,Mid-Market,3,36,12.0,2,3.9,0
U103694,2024-07-08,Free,EMEA,Organic,SMB,1,0,6.0,0,,0
U103695,2024-09-15,Starter,EMEA,Organic,SMB,2,24,14.0,1,3.4,0
U103696,2025-06-02,Business,APAC,Organic,SMB,17,493,23.0,4,1.8,1
U103697,2024-04-14,Free,,Referral,Mid-Market,1,0,11.0,0,,1
U103698,2024-11-25,Free,NA,Organic,SMB,1,0,0.0,0,,0
U103699,2025-01-14,Free,NA,Referral,SMB,1,0,15.0,1,3.1,0
U103700,2025-05-05,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,0
U103701,2024-07-26,Starter,NA,Referral,Mid-Market,5,60,,0,,0
U103702,2024-06-13,Free,NA,Partner,Mid-Market,1,0,11.0,1,5.0,0
U103703,2024-12-03,Free,NA,Paid,Mid-Market,1,0,12.0,1,4.8,0
U103704,2024-05-15,Free,APAC,Organic,Enterprise,1,0,18.0,1,4.3,0
U103705,2024-12-12,Free,NA,Paid,SMB,1,0,4.0,0,,0
U103706,2025-01-16,Business,,Paid,SMB,9,261,16.0,0,,0
U103707,2024-09-30,Starter,EMEA,Referral,SMB,4,48,16.0,0,,1
U103708,2024-09-22,Free,APAC,Organic,Mid-Market,1,0,9.0,0,,0
U103709,2024-05-20,Starter,NA,Referral,Enterprise,7,84,8.0,0,,0
U103710,2025-01-28,Free,EMEA,Partner,SMB,1,0,15.0,1,5.0,0
U103711,2024-09-20,Starter,EMEA,Paid,Enterprise,6,72,7.0,1,2.9,0
U103712,2024-07-26,Free,NA,Organic,Enterprise,1,0,6.0,0,,0
U103713,2024-05-25,Free,NA,Partner,Enterprise,1,0,5.0,0,,0
U103714,2024-08-09,Free,APAC,Organic,Enterprise,1,0,11.0,0,,1
U103715,2024-08-11,Free,EMEA,Partner,Mid-Market,1,0,17.0,1,4.3,0
U103716,2025-03-23,Free,EMEA,Partner,Enterprise,1,0,6.0,0,,0
U103717,2024-09-14,Free,NA,Organic,Mid-Market,1,0,11.0,1,3.4,0
U103718,2024-03-26,Free,LATAM,Partner,Mid-Market,1,0,8.0,0,,0
U103719,2025-01-29,Free,NA,Partner,SMB,1,0,0.0,0,,1
U103720,2024-01-23,Business,APAC,Paid,SMB,33,957,24.0,4,4.4,0
U103721,2024-01-25,Free,NA,Paid,SMB,1,0,10.0,1,4.2,1
U103722,2024-01-11,Enterprise,EMEA,Organic,SMB,126,6174,33.0,3,4.8,0
U103723,2025-06-19,Starter,LATAM,Paid,SMB,6,72,,2,3.8,0
U103724,2024-02-13,Enterprise,NA,Paid,SMB,42,2058,29.0,3,4.6,0
U103725,2024-02-07,Free,APAC,Organic,SMB,1,0,4.0,0,,0
U103726,2025-04-01,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U103727,2024-04-04,Starter,NA,Paid,SMB,3,36,19.0,1,4.0,0
U103728,2024-01-11,Free,,Organic,Mid-Market,1,0,3.0,0,,1
U103729,2024-01-27,Starter,EMEA,Paid,SMB,3,36,13.0,0,,0
U103730,2024-11-02,Starter,EMEA,Referral,Enterprise,4,48,14.0,3,3.6,0
U103731,2024-09-24,Starter,NA,Partner,Enterprise,6,72,8.0,1,4.5,1
U103732,2025-01-27,Free,EMEA,Organic,SMB,1,0,21.0,0,,0
U103733,2024-06-24,Enterprise,LATAM,Organic,SMB,209,10241,35.0,4,4.4,0
U103734,2024-09-26,Free,LATAM,Organic,Mid-Market,1,0,4.0,0,,0
U103735,2024-01-17,Free,APAC,Referral,SMB,1,0,0.0,0,,0
U103736,2025-05-03,Free,APAC,Paid,Enterprise,1,0,2.0,0,,0
U103737,2025-01-31,Free,,Organic,SMB,1,0,13.0,0,,0
U103738,2025-05-28,Free,NA,Organic,Mid-Market,1,0,5.0,0,,0
U103739,2024-05-20,Starter,NA,Organic,SMB,5,60,27.0,2,3.5,0
U103740,2024-12-08,Free,APAC,Organic,SMB,1,0,4.0,0,,1
U103741,2024-12-08,Starter,NA,Referral,Mid-Market,3,36,9.0,0,,0
U103742,2024-06-07,Free,LATAM,Referral,Mid-Market,1,0,9.0,0,,0
U103743,2024-04-14,Free,APAC,Paid,SMB,1,0,9.0,0,,0
U103744,2024-01-24,Starter,NA,Paid,Enterprise,4,48,10.0,2,3.2,0
U103745,2024-11-05,Starter,APAC,Organic,Mid-Market,6,72,16.0,3,3.6,0
U103746,2024-02-22,Free,NA,Partner,Mid-Market,1,0,0.0,2,4.6,1
U103747,2024-04-04,Starter,NA,Organic,SMB,7,84,17.0,1,2.6,0
U103748,2024-03-15,Starter,EMEA,Organic,Mid-Market,4,48,15.0,2,2.6,0
U103749,2024-08-04,Enterprise,NA,Organic,Mid-Market,146,7154,32.0,4,3.4,0
U103750,2024-07-08,Starter,APAC,Referral,SMB,7,84,18.0,3,4.7,0
U103751,2025-03-27,Free,NA,Paid,SMB,1,0,5.0,0,,1
U103752,2025-04-09,Starter,NA,Paid,SMB,7,84,6.0,1,4.3,0
U103753,2024-02-09,Enterprise,LATAM,Organic,SMB,282,13818,28.0,3,4.2,0
U103754,2024-10-05,Enterprise,EMEA,Organic,SMB,226,11074,32.0,1,4.4,0
U103755,2024-04-27,Starter,EMEA,Organic,SMB,3,36,26.0,0,,0
U103756,2024-07-29,Free,EMEA,Partner,SMB,1,0,0.0,1,4.4,1
U103757,2024-05-03,Starter,EMEA,Organic,Mid-Market,6,72,10.0,0,,0
U103758,2025-03-17,Starter,LATAM,Organic,Enterprise,6,72,24.0,1,4.2,0
U103759,2024-12-23,Enterprise,EMEA,Organic,Enterprise,45,2205,19.0,0,,0
U103760,2024-06-23,Free,EMEA,Paid,SMB,1,0,15.0,0,,0
U103761,2024-12-21,Free,NA,Organic,SMB,1,0,7.0,0,,0
U103762,2024-02-03,Free,NA,Organic,SMB,1,0,12.0,0,,0
U103763,2024-09-19,Free,EMEA,Organic,SMB,1,0,9.0,0,,0
U103764,2025-05-15,Starter,NA,Referral,Mid-Market,5,60,13.0,1,3.1,1
U103765,2024-01-16,Free,NA,Organic,SMB,1,0,10.0,0,,0
U103766,2025-06-19,Enterprise,NA,Organic,SMB,122,5978,20.0,3,4.4,0
U103767,2024-04-04,Free,NA,Paid,SMB,1,0,0.0,0,,0
U103768,2025-02-03,Free,NA,Paid,Enterprise,1,0,17.0,0,,0
U103769,2024-12-26,Free,NA,Organic,SMB,1,0,2.0,0,,0
U103770,2025-01-25,Starter,LATAM,Organic,SMB,4,48,13.0,2,4.5,0
U103771,2024-04-25,Free,APAC,Paid,Mid-Market,1,0,4.0,0,,0
U103772,2025-02-17,Free,NA,Paid,Mid-Market,1,0,0.0,1,3.8,0
U103773,2024-08-19,Starter,NA,Partner,Mid-Market,4,48,19.0,2,3.3,0
U103774,2024-02-15,Business,EMEA,Organic,Mid-Market,9,261,26.0,2,2.7,0
U103775,2025-05-21,Business,NA,Organic,Enterprise,24,696,18.0,1,4.9,1
U103776,2025-02-06,Free,LATAM,Organic,Mid-Market,1,0,6.0,1,4.0,0
U103777,2025-01-14,Business,NA,Organic,SMB,7,203,13.0,0,,0
U103778,2024-01-05,Free,NA,Organic,Mid-Market,1,0,0.0,0,,0
U103779,2024-01-24,Free,NA,Organic,SMB,1,0,2.0,1,3.7,0
U103780,2024-01-20,Free,NA,Organic,SMB,1,0,7.0,0,,0
U103781,2024-04-12,Free,EMEA,Referral,Enterprise,1,0,4.0,0,,0
U103782,2025-03-31,Starter,APAC,Paid,Mid-Market,3,36,19.0,2,5.0,1
U103783,2025-05-02,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,1
U103784,2025-01-24,Free,NA,Referral,Mid-Market,1,0,11.0,0,,0
U103785,2024-06-13,Free,,Organic,SMB,1,0,12.0,0,,0
U103786,2024-04-14,Starter,LATAM,Organic,SMB,4,48,,1,5.0,0
U103787,2024-12-26,Free,NA,Organic,Enterprise,1,0,0.0,0,,1
U103788,2024-08-19,Starter,NA,Referral,Mid-Market,2,24,11.0,2,4.5,0
U103789,2024-10-02,Starter,NA,Partner,Mid-Market,3,36,11.0,0,,1
U103790,2025-06-15,Free,NA,Organic,SMB,1,0,12.0,0,,0
U103791,2024-10-14,Free,EMEA,Organic,SMB,1,0,15.0,0,,0
U103792,2024-11-10,Enterprise,NA,Organic,SMB,255,12495,35.0,3,3.7,0
U103793,2025-02-09,Free,APAC,Referral,SMB,1,0,5.0,0,,0
U103794,2025-04-21,Free,NA,Paid,SMB,1,0,0.0,1,4.2,1
U103795,2024-06-21,Business,NA,Organic,SMB,16,464,0.0,0,,1
U103796,2024-01-24,Free,EMEA,Organic,SMB,1,0,1.0,0,,0
U103797,2024-11-02,Free,NA,Organic,SMB,1,0,10.0,0,,0
U103798,2025-05-17,Free,NA,Partner,SMB,1,0,2.0,1,3.0,0
U103799,2024-10-08,Enterprise,APAC,Organic,SMB,74,3626,42.0,3,4.7,0
U103800,2024-12-05,Enterprise,APAC,Paid,SMB,35,1715,24.0,2,3.6,0
U103801,2024-10-18,Free,LATAM,Partner,SMB,1,0,4.0,0,,0
U103802,2025-04-28,Business,APAC,Referral,Mid-Market,17,493,13.0,4,3.3,0
U103803,2024-06-11,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,0
U103804,2024-11-19,Enterprise,NA,Organic,SMB,138,6762,25.0,6,1.9,0
U103805,2024-06-16,Business,NA,Organic,SMB,14,406,13.0,2,3.5,0
U103806,2025-03-06,Business,EMEA,Organic,SMB,37,1073,5.0,0,,0
U103807,2024-10-04,Starter,EMEA,Referral,SMB,5,60,17.0,1,3.3,0
U103808,2024-04-07,Business,NA,Paid,SMB,10,290,31.0,0,,0
U103809,2024-03-18,Starter,LATAM,Referral,Enterprise,5,60,7.0,0,,0
U103810,2024-01-26,Business,NA,Paid,SMB,15,435,20.0,1,4.3,0
U103811,2024-01-20,Business,NA,Paid,Mid-Market,27,783,22.0,2,3.1,0
U103812,2025-05-18,Free,NA,Organic,SMB,1,0,12.0,0,,0
U103813,2024-03-28,Free,NA,Organic,Mid-Market,1,0,5.0,0,,0
U103814,2024-02-21,Business,NA,Paid,Mid-Market,36,1044,21.0,4,4.6,0
U103815,2025-02-14,Enterprise,LATAM,Organic,SMB,155,7595,23.0,3,3.3,0
U103816,2025-05-12,Starter,LATAM,Organic,Enterprise,6,72,18.0,1,3.9,1
U103817,2024-07-16,Business,EMEA,Paid,SMB,10,290,25.0,1,3.0,0
U103818,2024-08-17,Starter,EMEA,Organic,SMB,3,36,15.0,3,4.1,0
U103819,2024-04-10,Free,EMEA,Paid,SMB,1,0,5.0,0,,0
U103820,2024-05-18,Free,APAC,Partner,SMB,1,0,14.0,0,,0
U103821,2024-10-17,Starter,EMEA,Paid,SMB,3,36,17.0,0,,0
U103822,2024-08-12,Starter,EMEA,Organic,Enterprise,7,84,,0,,1
U103823,2025-06-01,Starter,NA,Paid,Mid-Market,7,84,16.0,1,4.9,0
U103824,2024-09-21,Business,APAC,Organic,Mid-Market,25,725,12.0,0,,1
U103825,2025-02-14,Free,NA,Partner,Mid-Market,1,0,2.0,0,,0
U103826,2024-08-23,Starter,LATAM,Organic,SMB,4,48,11.0,0,,0
U103827,2025-02-21,Enterprise,NA,Organic,SMB,260,12740,35.0,2,4.0,0
U103828,2024-02-27,Free,NA,Paid,SMB,1,0,4.0,1,4.9,0
U103829,2024-08-05,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U103830,2024-01-09,Enterprise,APAC,Organic,Mid-Market,56,2744,29.0,2,3.7,0
U103831,2024-05-05,Free,NA,Organic,SMB,1,0,7.0,1,1.9,0
U103832,2024-06-18,Starter,NA,Paid,SMB,6,72,5.0,0,,0
U103833,2024-10-21,Starter,EMEA,Paid,SMB,5,60,13.0,0,,0
U103834,2025-02-13,Starter,NA,Organic,SMB,4,48,,1,5.0,0
U103835,2025-05-05,Free,NA,Paid,SMB,1,0,0.0,0,,0
U103836,2024-01-15,Starter,NA,Organic,SMB,2,24,18.0,2,5.0,1
U103837,2024-08-01,Free,NA,Organic,Mid-Market,1,0,10.0,0,,0
U103838,2025-04-30,Free,EMEA,Organic,SMB,1,0,1.0,0,,0
U103839,2024-04-01,Enterprise,NA,Paid,Mid-Market,104,5096,32.0,2,4.9,0
U103840,2025-02-21,Free,NA,Partner,SMB,1,0,0.0,0,,0
U103841,2025-04-23,Starter,EMEA,Organic,SMB,4,48,6.0,0,,1
U103842,2024-05-26,Starter,APAC,Paid,SMB,5,60,0.0,0,,0
U103843,2024-10-13,Free,NA,Referral,Mid-Market,1,0,0.0,0,,1
U103844,2024-06-15,Business,EMEA,Organic,SMB,35,1015,25.0,0,,0
U103845,2024-01-28,Free,NA,Organic,Mid-Market,1,0,12.0,1,4.4,0
U103846,2025-04-03,Free,EMEA,Organic,SMB,1,0,3.0,0,,1
U103847,2025-02-23,Business,EMEA,Partner,Mid-Market,26,754,22.0,0,,0
U103848,2024-05-23,Business,LATAM,Organic,Enterprise,21,609,5.0,0,,1
U103849,2024-12-04,Free,APAC,Paid,SMB,1,0,20.0,0,,0
U103850,2024-01-10,Free,EMEA,Paid,SMB,1,0,13.0,0,,0
U103851,2025-01-15,Starter,APAC,Organic,SMB,2,24,19.0,1,3.4,1
U103852,2024-08-03,Free,NA,Organic,Mid-Market,1,0,3.0,0,,0
U103853,2024-05-29,Free,APAC,Referral,SMB,1,0,2.0,0,,0
U103854,2025-01-07,Starter,APAC,Organic,SMB,7,84,18.0,1,4.7,0
U103855,2025-03-23,Business,EMEA,Organic,Mid-Market,35,1015,13.0,1,4.3,0
U103856,2024-12-05,Free,EMEA,Organic,SMB,1,0,3.0,0,,0
U103857,2024-01-01,Free,EMEA,Paid,Enterprise,1,0,0.0,0,,0
U103858,2025-03-01,Business,LATAM,Referral,Mid-Market,35,1015,11.0,0,,0
U103859,2024-08-20,Starter,APAC,Paid,Enterprise,7,84,20.0,0,,0
U103860,2024-09-14,Starter,NA,Organic,SMB,5,60,11.0,0,,0
U103861,2025-05-27,Starter,NA,Referral,SMB,3,36,22.0,0,,0
U103862,2024-08-22,Free,NA,Organic,Mid-Market,1,0,20.0,0,,0
U103863,2024-02-13,Starter,EMEA,Paid,SMB,4,48,9.0,0,,1
U103864,2024-03-09,Free,APAC,Paid,Mid-Market,1,0,0.0,1,3.6,0
U103865,2025-03-18,Business,EMEA,Paid,Mid-Market,36,1044,22.0,2,4.5,1
U103866,2024-08-19,Free,EMEA,Organic,SMB,1,0,,1,3.1,1
U103867,2024-10-17,Free,APAC,Partner,Mid-Market,1,0,3.0,0,,1
U103868,2024-03-11,Starter,APAC,Paid,SMB,6,72,9.0,0,,0
U103869,2025-02-22,Free,NA,Referral,SMB,1,0,0.0,0,,0
U103870,2025-01-11,Enterprise,NA,Organic,SMB,125,6125,28.0,2,3.6,0
U103871,2024-04-22,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,0
U103872,2025-01-09,Starter,NA,Partner,Mid-Market,5,60,17.0,1,4.8,0
U103873,2025-01-22,Starter,LATAM,Partner,SMB,3,36,12.0,0,,1
U103874,2024-12-13,Free,EMEA,Organic,SMB,1,0,0.0,1,4.7,0
U103875,2025-05-05,Free,LATAM,Organic,Mid-Market,1,0,10.0,0,,0
U103876,2024-12-03,Free,NA,Paid,Mid-Market,1,0,0.0,0,,1
U103877,2024-07-31,Free,APAC,Paid,Enterprise,1,0,0.0,0,,0
U103878,2024-01-26,Starter,LATAM,Paid,SMB,7,84,25.0,2,3.3,0
U103879,2025-01-09,Free,APAC,Paid,SMB,1,0,8.0,0,,0
U103880,2024-03-31,Free,NA,Organic,SMB,1,0,12.0,0,,0
U103881,2024-11-14,Free,NA,Referral,SMB,1,0,8.0,0,,0
U103882,2024-12-24,Free,EMEA,Organic,SMB,1,0,18.0,0,,0
U103883,2024-06-26,Starter,APAC,Organic,Mid-Market,5,60,27.0,1,4.9,0
U103884,2024-06-20,Free,LATAM,Organic,Enterprise,1,0,14.0,0,,0
U103885,2025-06-08,Free,NA,Paid,Mid-Market,1,0,5.0,1,5.0,0
U103886,2024-03-25,Free,EMEA,Paid,SMB,1,0,12.0,1,4.9,0
U103887,2024-07-09,Business,EMEA,Paid,SMB,22,638,29.0,2,3.7,0
U103888,2024-09-14,Starter,EMEA,Organic,SMB,7,84,22.0,0,,0
U103889,2025-03-11,Free,EMEA,Paid,Enterprise,1,0,0.0,1,3.8,1
U103890,2025-04-28,Free,APAC,Organic,SMB,1,0,8.0,0,,1
U103891,2024-05-09,Starter,APAC,Referral,SMB,3,36,11.0,0,,1
U103892,2025-02-16,Free,LATAM,Referral,Mid-Market,1,0,0.0,0,,0
U103893,2024-03-07,Starter,EMEA,Referral,SMB,5,60,12.0,1,3.5,1
U103894,2024-01-12,Business,,Referral,SMB,22,638,15.0,4,3.5,0
U103895,2025-02-11,Free,,Organic,SMB,1,0,0.0,1,4.0,1
U103896,2025-06-03,Business,NA,Referral,Enterprise,23,667,21.0,2,3.3,0
U103897,2024-10-22,Starter,NA,Paid,Mid-Market,3,36,13.0,1,4.6,0
U103898,2024-02-26,Starter,EMEA,Organic,SMB,5,60,16.0,0,,0
U103899,2025-01-11,Free,APAC,Referral,Mid-Market,1,0,7.0,0,,1
U103900,2025-05-05,Free,APAC,Organic,Mid-Market,1,0,5.0,1,3.6,0
U103901,2024-11-25,Starter,NA,Organic,SMB,4,48,5.0,1,3.1,0
U103902,2025-04-09,Free,NA,Paid,Enterprise,1,0,9.0,0,,0
U103903,2025-01-06,Free,NA,Organic,Mid-Market,1,0,16.0,0,,0
U103904,2024-06-03,Free,NA,Paid,Mid-Market,1,0,13.0,0,,1
U103905,2025-04-02,Starter,EMEA,Paid,SMB,5,60,12.0,0,,0
U103906,2025-05-20,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U103907,2024-06-21,Free,NA,Paid,SMB,1,0,3.0,2,4.6,0
U103908,2025-04-30,Starter,LATAM,Partner,SMB,5,60,17.0,1,5.0,1
U103909,2024-09-26,Starter,EMEA,Referral,Mid-Market,4,48,,0,,0
U103910,2025-04-15,Starter,LATAM,Organic,Mid-Market,6,72,14.0,0,,0
U103911,2025-02-03,Starter,NA,Paid,SMB,2,24,9.0,2,3.6,1
U103912,2024-09-02,Free,EMEA,Organic,SMB,1,0,6.0,0,,0
U103913,2024-06-14,Starter,,Organic,SMB,5,60,25.0,2,4.0,0
U103914,2025-02-16,Free,EMEA,Paid,Mid-Market,1,0,10.0,0,,0
U103915,2024-10-17,Free,EMEA,Organic,Enterprise,1,0,7.0,0,,0
U103916,2024-06-18,Free,APAC,Organic,SMB,1,0,0.0,0,,1
U103917,2024-11-13,Free,NA,Paid,SMB,1,0,11.0,0,,1
U103918,2024-02-11,Free,NA,Organic,SMB,1,0,0.0,1,4.5,0
U103919,2024-01-22,Starter,NA,Partner,Enterprise,5,60,17.0,0,,0
U103920,2024-10-06,Free,EMEA,Paid,Enterprise,1,0,0.0,0,,0
U103921,2024-07-31,Free,NA,Paid,SMB,1,0,1.0,0,,0
U103922,2024-10-08,Business,EMEA,Partner,SMB,27,783,22.0,2,2.9,0
U103923,2024-08-02,Enterprise,NA,Paid,SMB,184,9016,23.0,3,3.9,1
U103924,2025-03-29,Starter,EMEA,Referral,SMB,4,48,11.0,2,5.0,1
U103925,2025-06-15,Starter,EMEA,Organic,SMB,5,60,25.0,0,,0
U103926,2024-09-10,Free,APAC,Paid,SMB,1,0,0.0,1,4.6,0
U103927,2025-04-02,Starter,NA,Paid,SMB,5,60,3.0,1,3.4,0
